No,serialID,speaker,dialogue
25,TWTXQ81338V,BG,그냥 아닌 사람이에요. 아예 아닌 사람이요 <pause/>
26,TWTXQ81338V,QH,그렇게 나쁜 놈이야?
27,TWTXQ81338V,BG,<move/> 그런 게 아니라요 <pause/>
28,TWTXQ81338V,QH,<move/> 아예 만나지 말았어야 할 사람? 이루어질 수 없는 사람?
29,TWTXQ81338V,BG,<move/> 비슷하기도 하고 <pause/>
30,TWTXQ81338V,QH,그럼 빨리 잊어라. 이루어질 수 있을 거 같은 사람 쳐다보기도 힘들구만.상처 주는 사람은 무조건 잊어! 추억으로 남길 수 있을 때 끝내.
31,TWTXQ81338V,BG,상처는 상천데 <pause/> 추억으로 남길 수 있을까요?
32,TWTXQ81338V,QH,그럼? 상처에 딱지 떨어지면 흐릿해졌다가 흉터도 없어지잖아.
33,TWTXQ81338V,BG,없어지지 않는 흉터도 있거든요.
34,TWTXQ81338V,QH,"<move/> 마혜리, 나한테 유감 있냐? 왜 말꼬릴 계속 잡냐? <pause/>"
35,TWTXQ81338V,BG,<move/>
36,YEOUV69308K,context,"수찬, 윤희 걸어오는. 윤희 포장 봉투 들고."
37,YEOUV69308K,QU,"<move/> 잘렸어요?된 줄 알았는데, 안된 거예요?"
38,YEOUV69308K,TV,<mute/>
39,YEOUV69308K,QU,"그러게 전임도 실력으로 따야지, 여자 등에 업고 <pause/>"
40,YEOUV69308K,TV,<move/>
41,YEOUV69308K,QU,집에 안가요?
42,YEOUV69308K,TV,먼저 가.
43,YEOUV69308K,QU,"<pause/>실망 너무 과도하게 한다.아, 이번에 안됐으면 다음에 되겠지.그 사모님한테 봉사 좀 더 열심히 하고 <pause/>"
44,YEOUV69308K,TV,가라니까.
45,YEOUV69308K,QU,"<move/> 여보 <pause/> <move/> 다 튀겼어, 지금 간다니까. 닭이 없어서 양계장까지 가서 잡아왔어, 됐어? <move/> 그 여자도 그래.그렇게 몇 날 며칠 몸이 부서져라 고생을 시켰으면 전임 좀 달게해주지."
46,GOXYO67595N4,context,맛있게 회를 집어먹고 있는 효선. 그러나 동희은 입맛이 없는 듯...술잔만 기울이고 있다.
47,GOXYO67595N4,MD,오빠 왜 안 먹어?
48,GOXYO67595N4,AT,먹고 있어.
49,GOXYO67595N4,context,"날름 날름 잘도 집어먹는 효선. 동희, 그런 효선을 보다가 <pause/>"
50,GOXYO67595N4,AT,오늘은 이거 니가 계산할래?
51,GOXYO67595N4,MD,<move/> <pause/> 응?
52,GOXYO67595N4,AT,맨날 내가 샀었잖아. 오늘은 니가 좀 사.
53,GOXYO67595N4,MD,<pause/>이걸?
54,GOXYO67595N4,AT,응. 싫으니?
55,GOXYO67595N4,MD,<pause/>아...아냐...알았어 내가 살게.
56,GOXYO67595N4,AT,그래. 그럼 잘 먹을게.
57,GOXYO67595N4,context,"하고 동희, 한 점 집어먹는다. 그때, 효선의 핸드폰이 울린다."
58,GOXYO67595N4,MD,여보세요? <pause/> 여보세요? 말씀하세요.
59,GOXYO67595N4,context,그러나 상대방은 대답이 없는 듯. 효선 그냥 끊어버린다.
60,GOXYO67595N4,AT,누구야?
61,GOXYO67595N4,MD,몰라. 말을 안하는데.
62,GOXYO67595N4,AT,번호 찍혔을 거 아냐.
63,GOXYO67595N4,MD,번호가 안 찍히는데.
64,GOXYO67595N4,AT,번호가 왜 안 찍혀?
65,GOXYO67595N4,MD,광곤가보지.
66,GOXYO67595N4,AT,이리 줘봐. <move/> 너 핸드폰 좀 바꿔라.
67,GOXYO67595N4,MD,왜...아직 할부도 안 끝났는데.
68,GOXYO67595N4,AT,아니..잘 터지지도 않고. 자꾸 이상한 전화 오고 그러잖아. 광고도 많이 오고..번호만이라도 바꿔.
69,GOXYO67595N4,MD,<pause/>잘만 터지는데 <pause/>
70,GOXYO67595N4,context,하는데 또다시 효선의 핸드폰이 울린다.
71,GOXYO67595N4,AT,<move/> 누구야?
72,GOXYO67595N4,MD,"친구. <move/> 어- 야, 너무 오랜만이다-"
73,GOXYO67595N4,context,반갑게 친구와 통화하는 효선. 그런 효선을 불안한 얼굴로 바라보는 동희.
74,FAGXU56934H,context,복님의 차 와 있고 민지 뒷자리 탄다.
75,FAGXU56934H,JO,집에 최신만화영화DVD가 세편이나 있거든. 그걸루 꼬셨다.
76,FAGXU56934H,RN,나 꼭 안 가두 되는데.
77,FAGXU56934H,JO,이런 기횔 왜 놓쳐? <move/> 근데 너 이러구 가는 거야?
78,QFOQM77919U1,context,"준석, 일하고 있으면"
79,QFOQM77919U1,JH,퇴근하겠습니다.
80,QFOQM77919U1,HS,조금만 기다려요.
81,QFOQM77919U1,JH,그냥 갈래요.
82,QFOQM77919U1,HS,<move/>
83,QFOQM77919U1,JH,생각하시는 동안은 밥 혼자 드세요.
84,QFOQM77919U1,HS,맘대로 해요.
85,UWUEU79668R,AP,<move/> 자고 가라니까 기어이 가네.
86,UWUEU79668R,GZ,<move/> 야.
87,UWUEU79668R,AP,말도 드럽게 안 들어.
88,UWUEU79668R,GZ,<move/>
89,UWUEU79668R,AP,왜-
90,UWUEU79668R,GZ,"내 가슴 말인데,"
91,UWUEU79668R,AP,가슴이 왜.
92,UWUEU79668R,GZ,"<move/> ,. 아니다. <move/> 갈게."
93,UWUEU79668R,AP,<move/>
94,SGCQA28163S6,context,"주르륵- 미끄러지는 기준. 그새 등산 헬멧까지 썼다. 그리 높지도 않은 중턱에서부터 난관이다. 낡은 배낭 하나 멘 지우, 날다람쥐처럼 쓱쓱- 오르다가, 기준 때문에 멈춰 선다."
95,SGCQA28163S6,JQ,스틱 안 가져왔어요?
96,SGCQA28163S6,LN,<move/> 예? 뭐요?
97,SGCQA28163S6,JQ,"지팡이요, 지팡이!"
98,SGCQA28163S6,LN,"아, 지팡이 <pause/> 그것만 두고 왔는데. 너무 길어서 <pause/>"
99,SGCQA28163S6,context,"지우, 한숨 쉬며, 다가가 팔 내민다."
100,SGCQA28163S6,JQ,잡아요.
101,SGCQA28163S6,LN,아녜요. 지우씨도 힘든데 <pause/> <move/> 고맙습니다.
102,SGCQA28163S6,context,잡는다. 기준의 손을 끌어당겨 주는 지우.
103,SGCQA28163S6,JQ,산장까지 얼마나 멀어요? 금방 어두워질 것 같은데.
104,SGCQA28163S6,LN,"저도 처음이라서 <pause/> 전화해서 나오라고 할까요? 김종욱 씨한테?그럼, 감동이 적으려나 <pause/>"
105,SGCQA28163S6,JQ,여길 뭐라고 설명해요.
106,SGCQA28163S6,LN,여기가 <pause/>
107,SGCQA28163S6,context,"멈추고 둘러보는 기준. 방향을 알 수 없는 우거진 산중턱. 기준, 겁난다."
108,SGCQA28163S6,LN,지우씨 <pause/> <move/> 같이 가요.
109,SGCQA28163S6,context,"지우 올라가는데, 뒤로 주르륵- 미끄러지는 소리에 돌아보면, 나무둥치를 잡고 다시 올라오고 있는 기준. 지우, 내려가 기준의 가방을 밀어주고 <pause/> 시간이 흐른 듯 <pause/> 땀에 젖어 있는 기준과 지우. 산은 이미 어두워졌고, 지우도 많이 지쳐있다."
110,SGCQA28163S6,LN,"지우씨, 괜찮아요? 지우씨 <pause/> 나 보여요?"
111,SGCQA28163S6,context,"지우 다가가, 기준의 헬멧에 달린 랜턴을 켜면,"
112,SGCQA28163S6,LN,깜짝아-! <move/> 놀래라 <pause/>
113,SGCQA28163S6,JQ,아무래도 길을 잃은 것 같은데 <pause/>
114,SGCQA28163S6,LN,안 돼요 <pause/> <move/> 여보세요! 누구 없어요!! 사람 살려요!!
115,SGCQA28163S6,context,"지우, 왜 저래 <pause/> 기준 보는데,"
116,SGCQA28163S6,LN,"김종욱 씨- 야, 김종욱 <pause/> 이 추워죽겠는데, 나쁜 놈아 <pause/> <move/> 왜요! 내가 뭐 틀린 말 했어요?"
117,SGCQA28163S6,JQ,노래 좀 해 봐요.
118,SGCQA28163S6,LN,나 지금 노래 할 기분 아니거든요?
119,SGCQA28163S6,JQ,"산에서 길을 잃지 않는 제일 좋은 방법은, 두려움을 없애는 거예요."
120,SGCQA28163S6,LN,나 <pause/> 아무데서나 노래하고 그런 사람 아닙니다.
121,SGCQA28163S6,context,"지우, 올라가는데, 그 뒤로- 뭔가 귀에 익은 노래 <pause/> 꼬꼬마 가사가 반복되는 만화주제곡."
122,SGCQA28163S6,JQ,왜 하필 그 노래예요?!
123,SGCQA28163S6,LN,"왜라니 <pause/> 나, 어릴 때 얼마나 좋아하던 노랜데 <move/>"
124,SGCQA28163S6,JQ,거짓말! 알죠? 알고 있었구나? 언제부터?
125,SGCQA28163S6,LN,"알죠, 그럼! 대학교 신입생환영회 때 불렀다가 <pause/> 조용히 군대 갔지만...몰라요? 이 만화, 진짜 인기 있었는데 <pause/> 우리 은진이도 좋아해요."
126,SGCQA28163S6,context,"지우, 말 못 하고 성큼성큼. 기준, 노래하며 뒤따라가고. 기준의 노래 들리며, 지우, “고만해요, 좀!” 그러거나 말거나 노래는 흐르고 <pause/> 기준의 노래 <pause/> 지우의 귀에 점점 아릿해지는...“지우 씨?” 기준이 지우를 흔든다. 지우, 아까와는 다르게 의식이 희미하다. 기준의 자신의 배낭을 앞으로 메고, 지우를 들쳐 업는다. 다리가 후들후들 <pause/> 끄응- 하고 일어서며,"
127,SGCQA28163S6,LN,김종욱 <pause/> 만나면 가만 안 둘 거야 <pause/>
128,SGCQA28163S6,context,"기준의 등에 업혀있는 지우, 멀리로 산장 불빛을 본다."
129,SGCQA28163S6,JQ,저기 <pause/>
130,SGCQA28163S6,LN,"지우씨, 다 왔어요. 조금만 참아요 <pause/>"
131,SGCQA28163S6,context,"산장이 눈에 들어오고...기준, 지우를 업고 산장 앞으로 천천히 걸어가면, 지우의 눈앞에 아른거리는 불빛...산장 문 천천히 열리며 <pause/> 불빛을 등지고 나오는 누군가 <pause/> 순간- 모닥불 위로 아른거리는 김종욱의 얼굴, 환하게 번졌다 사라지며 <pause/>"
132,XKZAS19047I3,context,"차에서 내린 연우, 돌아서다 흠칫."
133,XKZAS19047I3,context,차 <move/> 에 기대 선 도욱이다.
134,XKZAS19047I3,PY,"<move/> 안녕하세요! 차가, 도착했나 봐요?"
135,XKZAS19047I3,JG,"그랬으니까 타고 왔을 거야, 아마. 근데 고민이 많은가봐?"
136,XKZAS19047I3,PY,어? <pause/> 아 <pause/> 생각할 게 좀 있어서요.
137,XKZAS19047I3,JG,들어가 봤자 진료할 선수도 없는데 어떡하지 <pause/> 그런 생각?
138,XKZAS19047I3,PY,<move/> 놀리지 말아주셨음 좋겠는데요? 저한텐 심각한 문제라서요.
139,XKZAS19047I3,JG,"놀리는 걸로 들렸나? 난, 걱정한 건데."
140,XKZAS19047I3,PY,네?!
141,OWWLU2056E,context,"동주부, 잔뜩 부어서 들어서다, 멈칫, 동주모의 모습에 넋이 나가는,"
142,OWWLU2056E,context,"동주모, 만든 스탠드 갓을 씌워 불을 켜 보는, 만족스러운 듯 웃는"
143,OWWLU2056E,context,"모습, 불빛과 어우러져 너무 아름다운,"
144,OWWLU2056E,context,"동주부, 심장이 쿵쾅쿵쾅, 순간 돌아서 심장을 부여잡는,"
145,OWWLU2056E,context,"동주모, 갓을 돌려가며 살피는데, 멈칫,"
146,OWWLU2056E,context,"동주부, 쭈뼛거리며 들어서는, 주변을 보는 듯 하면서 동주모 힐끔,"
147,OWWLU2056E,context,"반성문을 던지듯 내려두는,"
148,OWWLU2056E,YK,"<move/> 살풀이를 하던지 해야지, 여편네는 반성문을 쓰게하질 않나, 자식새끼는 바락바락 대들기 바쁘고.. <move/> <pause/>"
149,OWWLU2056E,MB,<move/> <pause/> 식산..했어요?
150,OWWLU2056E,YK,<move/> ..안 먹었다 왜!
151,OWWLU2056E,MB,<move/> <pause/> 챙겨먹고 다녀요. <move/> 얼굴 많이 상했어 요.
152,OWWLU2056E,YK,! <move/> ! <pause/> <move/> ..저기...너..얼굴..고쳤냐?
153,OWWLU2056E,MB,! <move/>
154,OWWLU2056E,YK,<move/> <pause/> 니가 원래...이렇게..안 생겼었지?
155,OWWLU2056E,MB,<move/> <pause/>
156,OWWLU2056E,YK,<move/> <pause/> 같이..퇴근하던가.
157,OWWLU2056E,MB,! <move/> <pause/>
158,DEKSO36088Z4,context,시준 들어오면 정아 맞는다.
159,DEKSO36088Z4,JE,늦었네.
160,DEKSO36088Z4,WQ,"응, 조금."
161,DEKSO36088Z4,JE,"공연 그대로 놔둬도 잘 굴러갈 거 같아. 성민우도 완전히 감 잡았고. 나, 대전에 최교수한테 연락 왔었어. 자기네 학교로 오지 않겠냐고. 전부터 내려올 생각 없냐고 했었거든."
162,DEKSO36088Z4,WQ,<pause/> 갈 생각이야?
163,DEKSO36088Z4,JE,당신이 허락하면 가고 싶어. 우리 <pause/> 좀 떨어져 있는 게 좋지 않을까. 시간이 좀 더 필요한 거 같애. 생각해봐줘.
164,DEKSO36088Z4,WQ,<mute/>
165,ZOIHB48280D,context,"안성댁, 청소기 들고 청소하는데.."
166,ZOIHB48280D,context,"지여사, 침대 시트 들고 들어온다.."
167,ZOIHB48280D,LJ,아유 겉에만 하지 말구.. 침대 밑에랑 꼼꼼히 대청소 해.. 시트도 갈구..
168,ZOIHB48280D,ZQ,예..
169,ZOIHB48280D,LJ,그나저나 강호 잘되고 있나보네..? 아직 안 들어오는 걸 보니.. <move/>
170,IRTJN62570Q,context,"수집한 디지털 증거물들을 가지고 정문쪽으로 걸어오는 우현, 강미, 태균."
171,IRTJN62570Q,DB,"그 권혁주 반장, 왜 사이버 수사대를 못 잡아먹어서 안달이에요?"
172,IRTJN62570Q,LZ,예전에 팀장님이 찾은 핸드폰 증거 때문에 용의자를 놔줬거든요.
173,IRTJN62570Q,DB,아 <pause/>
174,IRTJN62570Q,context,우현은 별반 감정을 드러내지 않은 채 뭔가 골똘하게 생각에 잠겨 있다.
175,XIGFN11421F4,context,"대식, 세수하고 나오는. 명희 신문 들고 들어오는."
176,XIGFN11421F4,UU,왜 신문을 매일 아침에 들고 들어와?새벽에 오잖아?
177,XIGFN11421F4,QT,자꾸 깜박해요.
178,XIGFN11421F4,UU,늙지도 않아서 왜 그래?
179,XIGFN11421F4,QT,밥 다 됐어요.
180,XIGFN11421F4,context,"대식, 신문 들고 식탁 앞에 앉는."
181,XIGFN11421F4,UU,<move/>
182,XIGFN11421F4,QT,저기요.
183,XIGFN11421F4,UU,<move/> 뭐?
184,XIGFN11421F4,QT,퇴근해서 올 때 메론 한통만 사오면 안돼요?
185,XIGFN11421F4,UU,메론? <move/>
186,XIGFN11421F4,QT,요즘 그게 자꾸 먹고 싶네요.
187,XIGFN11421F4,UU,입덧 지나간 거 아냐?
188,XIGFN11421F4,QT,입덧한다고 뭐 사다 준적도 없으면서 <pause/>
189,XIGFN11421F4,UU,<move/>
190,XIGFN11421F4,QT,<move/> 농담이예요.
191,XIGFN11421F4,UU,재미도 없는 농담을 왜 해.
192,XIGFN11421F4,QT,귀찮으면 내가 사와도 되는데.....만원만 더 주고 나가요.
193,XIGFN11421F4,UU,"계획 있게 살자, 계획 있게."
194,QZTWI77441C0,context,"윤희, 메모지만 보면서 보고하고 있는."
195,QZTWI77441C0,OI,4시에 서울 호텔에서 바이어하고 약속 있으시구요. 오늘 스케줄은 여기까집니다.
196,QZTWI77441C0,GJ,<move/>
197,QZTWI77441C0,OI,그럼. <move/>
198,QZTWI77441C0,GJ,커피 안줍니까?
199,QZTWI77441C0,OI,"<move/> 아, 네, 죄송합니다. 깜빡 했습니다. <move/>"
200,QZTWI77441C0,GJ,<mute/>
201,KKEAS77308U2,context,희진의 차가 들어와 멈춘다.
202,KKEAS77308U2,context,"희진, 차에서 내린다."
203,KKEAS77308U2,context,손에는 쇼핑백 두세 개가 들려 있다.
204,KKEAS77308U2,context,"희진, 현관으로 들어서다가 멈칫."
205,KKEAS77308U2,context,진헌이 기다리고 있다.
206,KKEAS77308U2,SL,? <pause/> 언제 왔어?
207,KKEAS77308U2,EX,<move/>
208,KKEAS77308U2,SL,전화 하지 그랬어. 많이 기다렸어?
209,KKEAS77308U2,EX,"아니, 방금 전에 왔어. 어디, 갔다 와?"
210,KKEAS77308U2,SL,응. 여기저기. 쇼핑도 하구. 참 니 것도 하나 샀어. 들어가자. 입어봐야지.
211,KKEAS77308U2,context,"희진, 진헌을 데리고 들어간다"
212,RHIPC87838A,context,"트럭에서 내린 미숙, 짐칸에서 수박이며 야채 무거운 짐들 내리고 있다. 익숙한 듯 손쉽게 들고 돌아서다가 멀리 전화통화하며 걸어오는 태식 본다. 미숙, 멈칫.. 잠시 보다가, 얼른 짐들 다시 트럭에 올려놓는다. 힐끔 힐끔 태식 쳐다보며 기다리는 미숙."
213,RHIPC87838A,CB,예.. 예.. 내일 출장가시면 일찍 주무셔야겠네요. 예.그럼 쉬세요. <move/> 먼저 끊으세요. <move/> <pause/> <move/>
214,RHIPC87838A,QR,<move/> <pause/> 이제 와?
215,RHIPC87838A,CB,<move/> <pause/> 어 <pause/> <move/> 이리줘. 내가 들게.
216,RHIPC87838A,QR,아냐아냐? 괜찮 <pause/> <move/> <pause/> <move/> 오늘은 퇴근이 늦었네?
217,RHIPC87838A,CB,"어, 약속 있었어."
218,RHIPC87838A,QR,바쁘구나? <pause/> <move/> 저기 혹시 주말에 시간 돼? 영자가 콘서트 티켓을 보냈더라구.
219,RHIPC87838A,CB,<move/> 주말에 나 약속 있는데?
220,RHIPC87838A,QR,아 그래 <pause/> <move/> <pause/> 줘. 받어.
221,RHIPC87838A,CB,<move/> <pause/> 예.이사님 <pause/> <move/> <pause/> 예.오늘 만났습니다...하하하 감사합니다.이사님 덕분이지요 <pause/>
222,RHIPC87838A,QR,<move/> <pause/> <move/> .
223,VAWAF59295D,context,앞마당을 서성이며 다시 수한에게 전화를 해보는 미나. 답답한 얼굴이다.
224,VAWAF59295D,context,이번엔 전화를 받는 수한.
225,VAWAF59295D,ZR,<move/> 뭐야 너?
226,VAWAF59295D,IY,왜 그렇게 전활 안받아? 무슨 일 있어?
227,XFCJD16452J,context,민우 <move/> 의 차 신호에 선다. 그때 옆에 와 서는 유라의 차.
228,XFCJD16452J,context,"유라, 민우 알아보고 전화한다."
229,XFCJD16452J,XL,"어, 유라야."
230,XFCJD16452J,OX,"<move/> 민우야, 지금 어디야?"
231,XFCJD16452J,XL,어 <pause/> 인터뷰 중이야.
232,XFCJD16452J,OX,<surprised/> 인터..뷰?
233,XFCJD16452J,XL,응. 나중에 전화하자. 내가 할게. 미안? <move/>
234,XFCJD16452J,OX,<move/>
235,ZWWXR43840P,context,"애랑, 옷장문 열어보고.."
236,ZWWXR43840P,DD,<move/> .. 어떻게 입을 옷이 한개도 없어.. 정말 이게 뭐야..
237,ZWWXR43840P,SP,엄마 뭐해..? 이게 다 뭐야..?
238,ZWWXR43840P,DD,엄마 내일 동창회 가야되는데.. 입을 옷이 한개도 없어..
239,ZWWXR43840P,SP,<move/> .. 그래도 어떡해.. 이 중에서 골라 입어야지..
240,ZWWXR43840P,DD,니 옷중에 가을코트나 쟈켓 넉넉한 사이즈 있으면 좀 가지고 와봐.. 안에 대충 입고 니꺼 살짝 걸치고 가게..
241,ZWWXR43840P,SP,<move/> 엄마 말이 되는 소리 해라.. 엄마가 어떻게 내 옷 입어..
242,ZWWXR43840P,DD,가져오라면 일단 가져와봐.. 단추 안 채우고 입으면 되잖아!?
243,ZWWXR43840P,SP,알았어.. <move/>
244,ZWWXR43840P,DD,<move/> ..옷이 없으면.. 끼구 갈 반지나 목걸이라도 제대로 된게 있던가.. 정말 나는 이 나이 되도록 뭐한 거야..
245,ZWWXR43840P,SP,<move/> .. 엄마 이게 내가 가진 옷중에 제일 넉넉한 건데..
246,ZWWXR43840P,DD,<move/>
247,ZWWXR43840P,SP,엄마 엄마 안되겠어.. 이렇게 억지로 입다가 옷 찢어져..
248,ZWWXR43840P,DD,<move/> 이거 뭐야 이거..
249,ZWWXR43840P,SP,<move/> 그러니까 안된다고 했잖아..
250,ZWWXR43840P,DD,이 나이에 동창회 폼잡고 입고 갈 옷 한 벌이 있나.. 알박힌 반지 하나가 있나..
251,ZWWXR43840P,SP,<move/> .. 엄마..
252,ZWWXR43840P,DD,내 신세가 왜 이렇게 처량한 거야..
253,ZWWXR43840P,SP,옷은 시장옷 입어두.. 가방이나 보석 하나만 제대로 된 거 있으면 스타일 확 사는데..
254,ZWWXR43840P,DD,<move/> .. 반지나 가방..? 맞아.. 내가 왜 그 생각을 못했을까..?
255,ZWWXR43840P,SP,<mute/>
256,GJFMO24353P,context,"정원이 잘 꾸며진, 단아한 양옥집.벽 사방에 책들이 가득 꽂혀있는 거실의 창가. 지호와 문주, 바닥에 나란히 앉아 정원을 바라본다. 정원 풀밭에선 유림이 고양이들과 놀고 있고, 장모가 뒤 쪽에 서서 웃으며 지켜본다."
257,GJFMO24353P,FN,유림이가 고양이들하고는 말을 곧잘 하거든. 서로 통하는 게 있는 건가 <pause/> 신기해.
258,GJFMO24353P,AG,<move/> <pause/>
259,GJFMO24353P,FN,안바뻐? 공사 현장은 어떡하구 <pause/>
260,GJFMO24353P,AG,괜찮아. 여기서 자고 내일 가도 돼.
261,GJFMO24353P,FN,자고 간다구?
262,GJFMO24353P,AG,응.
263,GJFMO24353P,FN,왠일이래 <pause/> 집에는 그렇게 들어오기 싫어하면서.
264,GJFMO24353P,AG,<pause/>내가 언제 집에 들어가기 싫어했다구 그러냐.
265,GJFMO24353P,FN,"<move/> 오빤, 확실히 거짓말하는 재주가 없어."
266,GJFMO24353P,AG,<mute/>
267,GJFMO24353P,FN,<move/> 나 졸려. 잘게.
268,GJFMO24353P,context,"지호, 방으로 들어가는 문주를 보다가 정원 쪽을 바라본다. 고양이와 놀고 있던 유림이와 시선이 마주 친다."
269,DQHYE74640W,context,"연재, 다부진 표정으로 들어서는데 경비원 <move/> 에게 가로막히는"
270,DQHYE74640W,TC,어느 부서 누굴 찾아 오셨습니까.
271,DQHYE74640W,NS,임세경 씨요.
272,DQHYE74640W,TC,상무님은 오늘 MOU 체결식 때문에 출근을 안 하십니다.
273,DQHYE74640W,NS,<move/>
274,AVKMB84660A,context,"정음, 보석 따라 들어오고, 보석, 색종이 박스 내려 둔다."
275,AVKMB84660A,MY,교감선생님하고 같은 집에 사시니까 거긴 안되고 여기서 작업하시면 될 거예요.
276,AVKMB84660A,PU,<move/> 에..뭐..
277,AVKMB84660A,MY,<move/> 그리고 이건 선금. 현금으로 백만 원 넣었어요.
278,AVKMB84660A,PU,<move/> 감사합니다.
279,AVKMB84660A,MY,그럼 학 잘 부탁 드리겠습니다. <move/>
280,AVKMB84660A,PU,네~ 최선을 다해 신속하게 접겠습니다~ <move/> 아싸~ 100만원~ 역시 죽으란 법은 없다니까. 히히.
281,AVKMB84660A,context,"시간경과. 정음, 한 열 마리 정도 접었고 이미 지친 표정이다."
282,AVKMB84660A,PU,<move/> 뭐야. 한 시간 동안 10마리 접은 거야? <move/> 아..어깨 아파..이래서 만 마릴 언제 채워.. <move/> 혼자는 도저히 안되겠다. <move/> 어 광수 오빠?
283,MYETJ84005Y,context,멤버들 대책회의.
284,MYETJ84005Y,MI,제거해버려!
285,MYETJ84005Y,context,"재필, 문득 자신에게 쏠려있는 병훈, 민영, 철빈의 시선을 느끼고는"
286,MYETJ84005Y,AH,설마 <pause/>
287,AUDZP62804A8,context,"영주, 문형사와 통화 하면서 걸어 나온다."
288,AUDZP62804A8,context,"영주, 전화 끊고 보면, 앞에 떡하니 준기 서 있다."
289,AUDZP62804A8,HB,<move/> 업무가 바쁘시네요.
290,AUDZP62804A8,IF,<move/> 솔직히 이런 자리 재미없죠?
291,AUDZP62804A8,HB,좀 형식적이긴 하죠.
292,AUDZP62804A8,IF,<move/> 나 <pause/> 형사예요. 신부 수업 같은 건 한 적 없어요.
293,AUDZP62804A8,HB,나도 신랑 수업 한 적 없어요.
294,AUDZP62804A8,IF,<move/> 그럼 우리 여기서 바로 찢어지죠.
295,AUDZP62804A8,HB,<move/> 옷 스타일 맘에 드네요.
296,AUDZP62804A8,IF,그래요? 원래 내 스타일 아닌데.
297,AUDZP62804A8,HB,<move/> 내가 좀 야한 걸 좋아해요.
298,AUDZP62804A8,IF,<move/> 눈이라도 즐거웠다니 다행이네요. 그럼.. <move/>
299,AUDZP62804A8,HB,<move/>
300,ZPXNX53813J,context,공연 끝나고 나오는 민우. 나오면서 개화한테 전화한다.
301,ZPXNX53813J,LI,"개화씨, 어디에요?"
302,ZPXNX53813J,OU,회사에요.
303,ZPXNX53813J,LI,회사요? 오늘 공연장 담당 아니었어요?
304,ZPXNX53813J,OU,일이 바빠서요.
305,ZPXNX53813J,LI,"그럼 회사로 갈게요. 같이 집에 가요. 나 예은이 얼굴도 보고 싶고,"
306,LWCPW29783E,context,정예은이 깬다. 아~ 푹 잤다.
307,LWCPW29783E,CE,<move/> 뭔 낮잠을 그렇게 자냐?
308,LWCPW29783E,FA,<move/> 피곤했나 봐.
309,LWCPW29783E,CE,<move/> 뭐 하느라고?
310,LWCPW29783E,FA,<move/> 아유. 그저 그냥 <pause/> 응 <pause/> 주책 아저씨.
311,JTRCC94623T,context,"걸려있는 옷들 체크해서 메모하는 유나, 바쁜 분위기다. 그런 유나 쫄쫄 쫓아다니면서 하소연하고 있는 혜리."
312,JTRCC94623T,YZ,정말 말도 안 되지 않니?
313,JTRCC94623T,JH,"니가 더 말이 안 되지, 어떻게 결혼을 했는지 안 했는지도 여태 모르니?"
314,JTRCC94623T,YZ,"아니 어떻게, 아무도 그 말을 안 해줄 수가 있어?"
315,JTRCC94623T,JH,누가 그런 말을 먼저 해줘?나중에 등장한 사람이 관심 갖고 물어보고 하는 거지.
