No,serialID,speaker,dialogue,
42,UJPIQ75955Z,FG,너두 경찰서에서 너네 엄마 꼭 찾아줄 거야 <pause/> 컴퓨터 조회하면 다 나오잖아.,
43,UJPIQ75955Z,MP,<pause/> 저기 <pause/> <move/> 내가 뭐 보여줄까?,
44,UJPIQ75955Z,FG,뭔데?,
45,UJPIQ75955Z,MP,우리 엄마 사진. <move/>,
46,UJPIQ75955Z,FG,<pause/> 이름도 모른다면서?,
47,UJPIQ75955Z,MP,<move/> 이쁘지?,
48,UJPIQ75955Z,FG,"잠깐 <pause/> <move/> 어, 영화배우 이애린이잖아? <move/> 뭐야?",
49,UJPIQ75955Z,MP,"<pause/> 그냥, 상상으로 <pause/> 우리 엄마가 꼭 이렇게 생겼을 거 같아 <pause/>",
50,UJPIQ75955Z,FG,<move/>,
51,UJPIQ75955Z,MP,"꼬맹이 때 보육원에서 우연히 이 사진을 주웠는데, 너무 이쁜 거야 <pause/> 유치원 애들한테 우리 엄마라고 자랑한 거 있지?",
52,UJPIQ75955Z,FG,배우라는 거 몰랐어? 그렇게 유명했는데?,
53,UJPIQ75955Z,MP,"<move/> 망신 쫌 당했지 <pause/> 그 때부터 내 마음의 엄마 얼굴은 이 아줌마야 <pause/> 친엄마 아니라는 거 알면서도 사진 볼 때마다 엄마, 하고 부르게 된다? <pause/> 나 웃기지? <move/>",
54,UJPIQ75955Z,FG,<pause/> <move/>,
55,UJPIQ75955Z,MP,<move/> 날씨 좋다 <pause/> 참 오늘 나 어땠어?,
56,UJPIQ75955Z,FG,당근 최고지 <pause/> 너 정말 하나도 안 떨더라?,
57,UJPIQ75955Z,MP,"나는 니가 더 신기해, 야 <pause/> <move/> 너 오늘 꼭 영화감독 같더라.",
58,UJPIQ75955Z,FG,<move/> 못할 거 없지 뭐. 근데 너 정말 나중에 배우 될 거야?,
59,UJPIQ75955Z,MP,"응, 이유를 물어봐 줘.",
60,UJPIQ75955Z,FG,왜?,
61,UJPIQ75955Z,MP,"내가 만약 무지 유명해지면,.. 울 엄마가 찾아오지 않을까?",
62,UJPIQ75955Z,FG,오케 <pause/> 그 때를 대비해서 너네 엄마한테 미리 영상편지 쓰자.,
63,UJPIQ75955Z,MP,뭐?,
64,UJPIQ75955Z,FG,<move/> 저리 가자.,
65,BJTTA93994Q,context,"지웅, 침대에 누워 있고.. 나희, 갈아입은 지웅과 자신의 옷 걸어서 옷장에 넣고 있다.",
66,BJTTA93994Q,DQ,주말에 정원이 친부모님 초대해서 저녁 한끼 하자고.,
67,BJTTA93994Q,FF,네? 누굴 초대해요?,
68,BJTTA93994Q,DQ,"진작에 했어야 하는데 이래저래 허둥대다보니 할건 안하고 안할 것만 잔뜩..이제라두 하자고. 나눌게 있음 나누고 도울게 있음 돕고,그럭하면서 어울려사는게 좋잖겠어?",
69,BJTTA93994Q,FF,"싫어요 난! 아니, 뭣하러요? 왕래 터봐요, 은근히 기대할거고,툭하면 도와달라구 와서 손 벌릴텐데, 차라리 그돈으루 아프리카 애들을 돕지,미쳤어요 그쪽아버지 노름돈 대게? 당신이 몰라 그렇지 없는 사람들,우리랑 뇌구조부터가 달라요! 얼마나 몰염치에 몰상식인데, 한번 길 터주면감당이 불감당이라구요!",
70,BJTTA93994Q,DQ,당신한텐 모든 게 다 돈이군!한평생 없이 살지두 않은 사람이 왜 그렇게 돈의 노예가 된거야?,
71,BJTTA93994Q,FF,"아니, 내가 언제 돈의 노예가 됐다구 그래요 당신은?죽어 무덤에 갖구갈 것두 아니구 나 큰욕심 없어요! 지금 이대루면 난 충분하구,있는 돈이나 잘 지켜서 내자식들한테 고스란히 물려주면, 걸루 내 할 일은다하는 거라구 생각해요! 더 갖자는게 아니라 잘 지키자는것뿐이에요!우리애들 미래를 위해서!",
72,BJTTA93994Q,DQ,<move/>,
73,BJTTA93994Q,FF,왜 그렇게 빤히 봐요?,
74,BJTTA93994Q,DQ,"우리, 돈 그만 지키고, 이제부턴 자식들을 지키자고.",
75,BJTTA93994Q,FF,그게 무슨 소리에요?,
76,BJTTA93994Q,DQ,금이야 옥이야 가슴으루 기른 자식을 호적에서 파내면서 까지당신이 필사적으루 지켜려는 그 돈 때문에 우리애들 미래가 망가지구 있는거 같아서 하는 소리야.,
77,BJTTA93994Q,FF,뭐라구요?,
78,BJTTA93994Q,DQ,당신말대루 애들한테 튼튼한 미래를 물려줘야지! 부질없는 돈이 아니라!,
79,BJTTA93994Q,FF,<pause/> <pause/> 당신 지금 무슨 생각 하구 있는 거예요?,
80,BJTTA93994Q,DQ,금란이한테 주말에 신림동 부모님 초대하라고 했으니까 알아서 준비 좀 해!,
81,BJTTA93994Q,FF,<pause/> <pause/> <move/>,
82,BJTTA93994Q,DQ,<move/>,
83,ZLTGZ14699G,context,"태희 서둘러 변소에서 멀어진다. 혹시라도 자은이 나올까봐 서둘러 잰걸음으로. 태희가 사라지고 나면, 자은 문 열고 쥐가 난 다리를 절뚝이며 나온다. 자은 하나 없자 어? 두리번거리다가 걷는다. 자은 걸어오다 보면, 복자 다가온다. 자은 반사적으로 주춤했다, 복자 손에 들린 두루마리 화장지를 보고 어? 반갑다. 복자 다가오다 자은을 본다.",
84,ZLTGZ14699G,DP,<pause/>아줌마 <pause/> <move/> <pause/> 저 땜에 나오셨어요?....고맙습니다....근데 하나가 휴지 갖다 줬어요.,
85,ZLTGZ14699G,BS,<move/> <pause/> <move/> <pause/> 여 와서 앉어!...앉으라니까!,
86,ZLTGZ14699G,DP,<move/> <pause/>,
87,ZLTGZ14699G,BS,<move/> <pause/> 똑바로 말혀봐...너 여기 왜 온겨?...뭔 꿍꿍이로 마당에 텐트까지 친겨?,
88,ZLTGZ14699G,DP,<pause/>말씀드렸잖아요?...당장 갈 데두 없구 해서 여기서 농장일 도와드리면서 당분간 지내고 싶다구요.,
89,ZLTGZ14699G,BS,<move/> <pause/>,
90,ZLTGZ14699G,DP,<move/> <pause/> 다른 폐는 정말 안끼칠께요...그냥 마당서 지내게만 해주시면 정말 있는지 없는지도 모르시게 얌전히 잘 있으께요.,
91,ZLTGZ14699G,BS,<move/> <pause/> 그럼 갈 데만 마련해주면 가것네?...내가 작은 방이라도 하나 얻어주면 가?,
92,ZLTGZ14699G,DP,<move/> 아녜요...그러실 필요 없으세요...정말로 괜찮아요.,
93,ZLTGZ14699G,BS,<move/> 너 농장 찾으러 온거지?...이러구 정 붙여서 워찌케 한번 해볼라구?,
94,ZLTGZ14699G,DP,<move/> <pause/> 아녜요...그런 거 아녜요 <pause/> <move/> 그런 게 정말 아니라 <pause/> <move/> <pause/> 저는 이렇게 저 자신을 단련할 필요가 있거든요? 아줌마도 아시겠지만 제가 워낙 온실의 화초처럼 귀하게만 자랐잖아요? 이제 세상에 저 혼자뿐인데 강해져야죠. 그래야 이 험한 세상을 헤쳐나가죠.,
95,ZLTGZ14699G,BS,<move/> <pause/> 그려?...확실히 농장 찾으러 온 게 아니다 이거지?,
96,ZLTGZ14699G,DP,예에 <pause/> <move/> <pause/>,
97,ZLTGZ14699G,BS,그려? 그럼 더더군다나 잘됐네...농장 찾으러 온게 아니면 오늘 밤 안으로 텐트 걷어 내집서 떠나.,
98,ZLTGZ14699G,DP,아줌마?,
99,ZLTGZ14699G,BS,"그러고 강해지고 싶으면 꼭 내집 마당 아니라도 워디든 말뚝 박고 텐트치고 월매든지 살껴...나는 너만 보면 머리로 피가 쏠려 어지럽고 울렁거려 암것도 할 수가 없는 사람여. 니 말대로 나는 세상서 질로 악독허고 악랄한 사람이라, 걍 니 꼬라지가 보기가 싫어.",
100,ZLTGZ14699G,DP,<pause/>아줌마 그런 소리 한 거 사과 드릴께요.,
101,ZLTGZ14699G,BS,아녀아녀 사과할꺼 없어! 니 말이 맞어. 나는 세상에서 젤로 악독하고 악랄한 사람여. 그러니께 너한티다 이 농장 뺐고 안 돌려주지. 틀린 말 아녀. 그러니께 그 되도 않는 꿍꿍이 애저녁에 집어치고!...얼른 텐트 걷어 떠나! 니가 여서 뭔 짓을 하든 워떤 쑈를 하든! 각서를 다시 찾아들고 나타나지 않는 한! 농장은 못 줘!,
102,ZLTGZ14699G,DP,<mute/>,
103,ZLTGZ14699G,BS,입 아프니께 더는 암소리도 하기 싫고! 낼 아침에 날 밝을 때까지 이 집서 나가!...확실허니 경고혔다! 만에 하나 낼도 내 눈에 띄면...그땐 너 죽고 나죽고 사생 결단여!!,
104,ZLTGZ14699G,DP,<mute/>,
105,QTDBI70882J,context,시내의 야경이 가깝게 보이는 산길. 헤드 렌턴을 켠 호정이 헉헉대며 나타난다. 멈춰 서서 아래쪽을 보면 지운이 올라오고 있다.,
106,QTDBI70882J,GF,쉬었다 가요.,
107,QTDBI70882J,TG,조기만 가면 쉴 데 있어요.,
108,QTDBI70882J,context,묵묵히 호정을 지나쳐 올라가는 지운. 그의 몸에서 수증기가 피어오른다. 호정이 쫓아 올라간다. 캄캄한 산 속. 헤드랜턴만이 유일한 빛이다. 바위에 앉은 두 사람이 보온병의 커피를 마신다. 입김이 쏟아져 나온다.,
109,QTDBI70882J,GF,<move/> 꺼 봐. 끄구 가만히 있으면 마음이 고요해져.,
110,QTDBI70882J,context,"지운도 랜턴을 끈다. 거의 암흑, 과연 고요하다. 한숨이 가만히 내쉬어진다. 고어텍스 옷이 부시럭거리는 소리. 쩝쩝 소리. 계속 거의 암흑. 랜턴이 켜진다. 지운이 몸을 내밀어 호정에게 키스하고 있다. 호정이 자기 랜턴을 켠거다. 호정은 몸을 뒤로 빼고 있지만 완전히 거부하고 있진 않다. 지운이 호정의 랜턴을 끄지만 호정은 지운의 랜턴을 켠다. 호정이 몸을 빼서 일어난다.",
111,QTDBI70882J,GF,가요.,
112,QTDBI70882J,context,지운이 짐을 챙기고 씩 웃으며 앞장을 선다.,
113,QTDBI70882J,context,점프. 헉헉거리면서 올라가는 두 사람.,
114,QTDBI70882J,TG,저 이달 안에 학교 그만 둬요.,
115,QTDBI70882J,GF,<move/> 그래요.,
116,QTDBI70882J,TG,겨울 즈음이면 미국에 가요. 아주.,
117,QTDBI70882J,GF,<move/> 그래요.,
118,QTDBI70882J,TG,어때요? 그때까지 우리 찐하게 연애 한번 하시죠.,
119,QTDBI70882J,GF,<move/> <pause/> 꺄불고 있어! 쬐끔한 게.,
120,QTDBI70882J,context,호정이 앞장서서 올라간다. 뒤에서 지운이 씨익 웃으며 혼잣말.,
121,QTDBI70882J,TG,걍 꺄부는 게 아니란 걸 아실텐데 <pause/>,
122,TKKMF55008F,context,"윤희, 걸어가는데, 앞에 걸어가던 수찬.",
123,TKKMF55008F,PI,<move/>,
124,TKKMF55008F,NG,<move/>,
125,TKKMF55008F,PI,<move/>,
126,TKKMF55008F,NG,<move/>,
127,TKKMF55008F,PI,술 먹었냐?,
128,TKKMF55008F,NG,<mute/>,
129,TKKMF55008F,PI,허구헌날 너도 참 <pause/>,
130,TKKMF55008F,NG,저기 있지.,
131,TKKMF55008F,PI,뭐가?,
132,TKKMF55008F,NG,<mute/>,
133,TKKMF55008F,PI,뭐가 있는데?,
134,TKKMF55008F,NG,어떤 사람이 어떤 사람 생각이 나서 자꾸 잠을 설친다고 하면 <pause/>,
135,TKKMF55008F,PI,<move/> 왜? 누가 너 때문에 자꾸 잠을 설친다고 하디?,
136,TKKMF55008F,NG,나 말고. 다른 사람 누가 있는데 <pause/>,
137,TKKMF55008F,PI,돈 필요한 거야.,
138,TKKMF55008F,NG,뭐?,
139,TKKMF55008F,PI,"언 놈이 또 너한테 수작 거는가 본데, 그거 작업 멘트거든.우리 같은 전문가가 보기엔 그건 아마츄어들이나 쓰는 멘튼데.왜 있지? 내가 너한테 첫사랑 어쩌고 했던 거.그거나 그거나 비슷한 수준의 멘트거든.좀 있어보면 돈 얘기 시작 할 거다.",
140,TKKMF55008F,NG,<move/> 내가 댁하고 무슨 대화를 하겠냐? <move/>,
141,TKKMF55008F,PI,<move/> 너 주먹 세잖아.그냥 날려버려. 그런 놈은 초장에 싹을 밟아야 하거든.,
142,TKKMF55008F,NG,"<move/> 아, 따라오지마.",
143,TKKMF55008F,PI,<move/> 너하고 나하고 같은 집에 살잖아?,
144,OUFVJ24171L,context,삼겹살과 쌈으로 한상 가득 차렸다.,
145,OUFVJ24171L,context,쌈야채 차곡차곡 겹쳐 고기 얹고 쌈장 얹고 한 쌈 가득 싸서 민우한테 내미는 개화.,
146,OUFVJ24171L,LZ,이게 한 입에 어떻게 들어가요?,
147,OUFVJ24171L,HR,왜 안 들어가요? <move/>,
148,OUFVJ24171L,LZ,인간이야 하마야 <pause/> <move/>,
149,OUFVJ24171L,HR,이어에 이으 아아 아어오? <move/>,
150,OUFVJ24171L,LZ,뭐래는 거야 <pause/> <move/>,
151,OUFVJ24171L,HR,<move/> 맛있죠? 고기 잘 골랐죠?,
152,OUFVJ24171L,LZ,아이이이 아아오. <move/> <move/>,
153,OUFVJ24171L,context,"개화, 작전대로 되가는데? 회심의 미소 짓는.",
154,KFQIZ96082Q,UE,<move/> 들어오세요. 열쇠집에 전화했으니까 금방 올거에요.,
155,KFQIZ96082Q,EY,<move/> 괜찮아요.,
156,KFQIZ96082Q,UE,들어오시라니까요. 저도 툭하면 번호 까먹어서 못 들어가고 그랬어요. 들어오세요.,
157,KFQIZ96082Q,EY,"그럼, 실례하겠습니다.",
158,KFQIZ96082Q,context,"수한, 먼저 앞서 가면 신발을 벗으려는 유진.",
159,KFQIZ96082Q,context,뒤집어져 있는 신발들을 정리하고 자신과 상훈,
160,KFQIZ96082Q,context,신발도 나란히 놓고 들어간다.,
161,RMWNA58579Q4,context,"이비서, 기가 막힌, 동주를 보는,",
162,RMWNA58579Q4,BF,<move/> 골프장 부지 매입 건이며 밀린 일이 산더민데 서윤호대표 올 때까지 왜 기다려야 됩니까!,
163,RMWNA58579Q4,OJ,<move/> <pause/> 골프장 부지매입은...내년 후반기 시행사업인데 <pause/>,
164,RMWNA58579Q4,BF,"! <move/> ..프랜즈사람들 없어도 우리 리조트 잘 돌아간단 말을 하는 거잖아요! 보세요, 보름이나 자릴 비워도 우리 리조트에 무슨 문제 있습니까?",
165,RMWNA58579Q4,OJ,"<move/> <pause/> 사업제휴계약까지 다 했는데, 무슨 수로 철수를 시키냔 말입니다. 그리고, 서대표 미국본사에서도 우리 리조트 일 꼼꼼히 챙기고 계십니다.",
166,RMWNA58579Q4,BF,! <move/> <pause/> 앞으로도 쭉 미국서 하라 그러세요 그럼!,
167,RMWNA58579Q4,OJ,"<move/> ..저기 이다지씨가 승마대회 일을 못하겠다고,",
168,RMWNA58579Q4,BF,! <move/> 왜요! 뭣땜에요!,
169,RMWNA58579Q4,OJ,"<move/> ..그거야 저도 모르죠. 무슨 사정이 있으,",
170,RMWNA58579Q4,BF,<move/> ..그냥 두세요.,
171,RMWNA58579Q4,OJ,"! <move/> <pause/> 본부장님, 제가 정말..오늘은 한 말씀 올려야",
172,RMWNA58579Q4,BF,<move/> 나중에 들을게요. <move/> <pause/>,
173,RMWNA58579Q4,OJ,! <move/> <pause/> 내가 저걸 그냥!,
174,IFZNL41757K9,context,"다리가 풀린 주완 처, 수정과 신임부회장의 부축을 받고 걸어온다.",
175,IFZNL41757K9,context,"수정, 벗겨진 주완 처의 신발 한 짝을 들고 있고 <pause/>",
176,IFZNL41757K9,context,"주완 처, 발이 지면에서 떨어져 공중에서 헛걸음질 치는 형국이다.",
177,IFZNL41757K9,EL,"나 걸을 수 있는데 <pause/> 어, 이상하다 <pause/> 나 걸을 수 있는데 <pause/>",
178,IFZNL41757K9,IQ,"<move/> 네, 지금 걷고 계세요.",
179,IFZNL41757K9,context,용길 처가 걸어 나오며 쯔쯧 거리곤 획 가버린다.,
180,IFZNL41757K9,context,여전히 허우적대는 주완 처,
181,OSCCJ98520K,context,"다지부, 전화를 끊고 다은을 보는, 저 철없는걸..한숨, 걸어가는,",
182,OSCCJ98520K,context,"다은, 경주마에게 각설탕을 먹이고 있는, 표정 어두운,",
183,OSCCJ98520K,JV,<move/> <pause/> 아빠 보고 싶다고 비행기까지 타고 날아 왔는데 우리 다은이 뭐 사줄까?,
184,OSCCJ98520K,CW,<move/> 내가 애야? 먹는 거 사줌 좋아하게.,
185,OSCCJ98520K,JV,<move/> ..짐은 어따 두고 왔어? 너 짐싸서 나왔다며.,
186,OSCCJ98520K,CW,어! <move/>,
187,OSCCJ98520K,JV,언니 너 없어졌다고 울고불고 난리 났어 이 녀석아.,
188,OSCCJ98520K,CW,아 <pause/> <move/> <pause/>,
189,OSCCJ98520K,JV,니 언니가 너 얼마나 끔찍이 생각하는데 언니 맘을 왜 그렇게 몰라.,
190,OSCCJ98520K,CW,<move/> ..아빤..알지도 못하면서.,
191,OSCCJ98520K,JV,아빠가 뭘 몰라. 너 또 언니한테 야단 맞았다고 골질하는 거잖아.,
192,OSCCJ98520K,CW,<move/> ..그런 거 아냐!,
193,OSCCJ98520K,JV,<move/> <pause/> 식구들 생각해서 지 공부도포기하고....밤낮으로 뛰어다니는 언니..불쌍하지도 않아?,
194,OSCCJ98520K,CW,<move/> <pause/>,
195,OSCCJ98520K,JV,<move/> 비행기 타려면 바로 나서야 해. <move/> <pause/> 언니한테 전 화부터 해줘. <move/>,
196,OSCCJ98520K,CW,<move/> 아빠...어떻게 하면 언니..행복하게 만들 수 있을까?,
197,OSCCJ98520K,JV,뭐..? <move/>,
198,OSCCJ98520K,CW,<move/> <pause/> 언니..는 너무 힘든데...난 도움도 안 되고..할 수 있는 것도 없고 <pause/>,
199,OSCCJ98520K,JV,<move/> <pause/> 무슨 일 있어?,
200,OSCCJ98520K,CW,! <move/> ..아니...그냥. 내가 속을 많이 썩이니까.,
201,OSCCJ98520K,JV,<move/> 언니한테 야단 좀 맞았다고 이렇게 언니 놀래키는 것만 안 해도 니 언니 행복하겠다 인석아.,
202,OSCCJ98520K,CW,아야! <move/> <pause/>,
203,OSCCJ98520K,JV,<move/> 언니 화 많이 났을거야. 갈 때 맛있는 거 사가.,
204,OSCCJ98520K,CW,<move/> <pause/> 혼내지 말라고 언니한테 얘기 좀 해줘.,
205,OSCCJ98520K,JV,! <move/> <pause/> 우리 막내딸은 언제 철이 들꼬.,
206,OSCCJ98520K,context,"다지부와 다은, 나란히 손잡고 걷는 뒷모습, 다정해 보인다.",
207,VIUMC6841R,context,"거실에 울려 퍼지는 성악곡. 지선, 서글픈 눈빛으로 음악에 빠져있는데 성재, 기운 없는 척 다가온다.",
208,VIUMC6841R,FE,쉰다드니? <move/>,
209,VIUMC6841R,RA,"<move/> 엄마, 간만에 내가 진짜 나하고 맞는 쌤을만났나 봐 <pause/> 쌤도 아파서 오늘 못 온대 <pause/>",
210,VIUMC6841R,FE,아프대? 어디가?,
211,VIUMC6841R,RA,팥빙수 먹고 탈났다나 <pause/> 병원이래.,
212,VIUMC6841R,FE,"여름에 찬거 더 조심해야 하는 건데 <pause/> 차라리 잘됐네, 너랑 세트로 아파서.",
213,VIUMC6841R,RA,<move/> 자야겠다 <pause/> 약 먹었더니 너무 졸려 <pause/> <move/>,
214,VIUMC6841R,FE,<move/> 병원 안 가도 되겠어?,
215,VIUMC6841R,RA,"정신 줄 놓고 잘 거니까, 깨우지 말아 줘. <move/>",
216,LUGTS46308E,context,"연재, 정류장 벤치에 힘없이 털썩 앉는다.",
217,LUGTS46308E,HA,<move/> 본부장님은 오늘부터 안 나오신답니다.,
218,LUGTS46308E,FC,<move/> 체. 지가 오지 말래놓고 <pause/>,
219,BDCZA5439V5,context,사진 속 그 자리에 앉아서 얘기하고 있는 혜리와 유나.,
220,BDCZA5439V5,FL,"그래, 이 까페에서 너 만나서 차 마시고 밥 먹으러 이동했지.",
221,BDCZA5439V5,HC,"그래, 내가 바로 이 자리에 앉아있는 사진이라니까?",
222,BDCZA5439V5,FL,<move/> 그럼 너 좋아한 지 일년은 더 됐네?,
223,BDCZA5439V5,HC,뭐?,
224,BDCZA5439V5,FL,<move/> 그레이스의 저주가 아니라 <pause/> 그레이스의 선물이었던 거야?,
225,BDCZA5439V5,HC,그게 무슨 소리야?,
226,BDCZA5439V5,FL,"어제 밤에 니 전화 받고 생각해 봤는데, 딱 그거드라, 서변의 짝사랑.",
227,BDCZA5439V5,HC,<move/> 짝사랑?,
228,BDCZA5439V5,FL,"넌 자꾸 그 남자가 너한테 접근했다 수상하다 그러는데, 그래서 그가너 뭐 위험하게 한거 있어?",
229,BDCZA5439V5,HC,<move/> 위험하게 한건 없지.,
230,BDCZA5439V5,FL,되려 이것 저것 해 준건 많다며? 도와도 주고 뭐 그랬다며?,
231,BDCZA5439V5,HC,어 <pause/>,
232,BDCZA5439V5,FL,그럼 서변은 너한테 뭐 얻어낸 거 있어?,
233,BDCZA5439V5,HC,<move/> 그래두 수상한 게 너무 많잖아? 스키장 호텔에서 처음 만난 거 부터.,
234,BDCZA5439V5,FL,스키장 때는 내가 갑자기 못 가게 된 거니까 너 기다린 건 아니구.,
235,BDCZA5439V5,HC,"시도 때도 없이 검찰청에 나타나서 나 기다리고,우리 집 앞에 와서 우리 집 바라보고 서있다 나한테 들킨 적도 있어.",
236,BDCZA5439V5,FL,"너 지금 너한테 이 정도로 꽂힌 남자 있다, 자랑하는 거지?",
237,BDCZA5439V5,HC,그게 아니라니까!,
238,BDCZA5439V5,FL,미성년자 부킹 사건 때는 니가 불렀잖아.,
239,BDCZA5439V5,HC,"결정적인 거, 공항. 내가 언제 공항에 갈 줄 알고 기다리니?",
240,BDCZA5439V5,FL,"그 날 너 토마토 뒤집어 쓴 날이었잖아? 서변 집서 씻고, 서변 옷 입고서변이 집까지 데려다 줬다며? 그럼 혹시나 해서 니 집 앞에서 기다릴 수있는 거 아냐?",
241,BDCZA5439V5,HC,그런가 <pause/> <move/> 이사도 있잖아!,
242,BDCZA5439V5,FL,이사도 너보다 일찍 왔다며?,
243,BDCZA5439V5,HC,<move/>,
244,BDCZA5439V5,FL,너 윤선배가 죽은 와이프 3년 못 잊는 게 멋있어서 울었다며?서변 정도 생겨준 남자 이정도 짝사랑이면 나 같음 대성통곡하겠다.,
245,BDCZA5439V5,HC,짝사랑? <pause/> <move/>,
246,BDCZA5439V5,FL,그거 아니면 너한테 접근해서 그 사람이 얻을 게 뭔데?,
247,BDCZA5439V5,HC,"<move/> 옷도 이상한 옷, 변장한 거 같은 옷 입고 다니고그랬단 말야 <pause/>",
248,BDCZA5439V5,FL,"글쎄 그거까진 모르겠고, 니가 부러울 뿐이다 <pause/>",
249,BDCZA5439V5,HC,<move/> <pause/>,
250,DKMCW80424B,context,한전 직원이 허리에 바를 감은 채 휘파람을 불며 전신주를 오르고 있다. 그 뒤로 구조차 한대가 달려오더니 냉동 창고 마당으로 들어선다.,
251,DKMCW80424B,IT,어라? <move/> 본부.. 여기 상황종료 아닌가 본데요?,
252,DKMCW80424B,XJ,무슨 소리야? 날 더운데 물건 썩는다고 수협에서 난린데! 얼른 인입해!,
253,NXRFV77271Y,context,개화 시계 보면서 초조하다.,
254,NXRFV77271Y,FX,좀 빨리 갈 수 없어요? 앞에 비었구만?,
255,NXRFV77271Y,GE,"도대체 어딜 가는데,",
256,NXRFV77271Y,FX,무슨 남자가 이렇게 운전이 소심해요?,
257,NXRFV77271Y,GE,<move/>,
258,NXRFV77271Y,context,민우 그 말에 자극 받았다. 바로 악셀 밟으며 앞차 요리조리 추월하는 카레이싱 운전 선보인다.,
259,NXRFV77271Y,FX,그렇지!,
260,NUDIZ13402R6,context,"수찬, 평상에 앉아 밤하늘을 올려다보고 있는데.",
261,NUDIZ13402R6,context,급하게 뛰어나오는 윤희.,
262,NUDIZ13402R6,VF,<move/> 왜 그러냐?,
263,NUDIZ13402R6,YN,"그, 그 사람 병원에 있대.",
264,NUDIZ13402R6,VF,왜?,
265,NUDIZ13402R6,YN,몰라. <move/>,
266,NUDIZ13402R6,VF,뭐 타고 가려구? 택시도 안 들어올 시간인데?들어가서 언니 차 키 가져 나와.,
267,DYHEM11072Q,context,"연재, 침대에 와락 엎드려 눕는다. 속상하고 화나고 서글프다.",
268,DYHEM11072Q,context,눈물이 차오를 것 같아 질끈 눈을 감는데서. F.O,
269,DYHEM11072Q,context,"컴컴한 방안. 순정, 방문을 반쯤 열면 거실 불빛이 새어 들어오는",
270,DYHEM11072Q,CQ,<move/> 밥 먹어야지!,
271,DYHEM11072Q,AV,<move/> <pause/>,
272,DYHEM11072Q,CQ,안 먹을 거야?,
