No,serialID,speaker,dialogue
45,GOXYO67595N4,AT,먹고 있어.
46,GOXYO67595N4,AT,오늘은 이거 니가 계산할래?
47,GOXYO67595N4,MD,<move/> <pause/> 응?
48,GOXYO67595N4,AT,맨날 내가 샀었잖아. 오늘은 니가 좀 사.
49,GOXYO67595N4,MD,<pause/>이걸?
50,GOXYO67595N4,AT,응. 싫으니?
51,GOXYO67595N4,MD,<pause/>아...아냐...알았어 내가 살게.
52,GOXYO67595N4,AT,그래. 그럼 잘 먹을게.
53,GOXYO67595N4,MD,여보세요? <pause/> 여보세요? 말씀하세요.
54,GOXYO67595N4,AT,누구야?
55,GOXYO67595N4,MD,몰라. 말을 안하는데.
56,GOXYO67595N4,AT,번호 찍혔을 거 아냐.
57,GOXYO67595N4,MD,번호가 안 찍히는데.
58,GOXYO67595N4,AT,번호가 왜 안 찍혀?
59,GOXYO67595N4,MD,광곤가보지.
60,GOXYO67595N4,AT,이리 줘봐. <move/> 너 핸드폰 좀 바꿔라.
61,GOXYO67595N4,MD,왜...아직 할부도 안 끝났는데.
62,GOXYO67595N4,AT,아니..잘 터지지도 않고. 자꾸 이상한 전화 오고 그러잖아. 광고도 많이 오고..번호만이라도 바꿔.
63,GOXYO67595N4,MD,<pause/>잘만 터지는데 <pause/>
64,GOXYO67595N4,AT,<move/> 누구야?
65,GOXYO67595N4,MD,"친구. <move/> 어- 야, 너무 오랜만이다-"
66,FAGXU56934H,JO,집에 최신만화영화DVD가 세편이나 있거든. 그걸루 꼬셨다.
67,FAGXU56934H,RN,나 꼭 안 가두 되는데.
68,FAGXU56934H,JO,이런 기횔 왜 놓쳐? <move/> 근데 너 이러구 가는 거야?
69,QFOQM77919U1,JH,퇴근하겠습니다.
70,QFOQM77919U1,HS,조금만 기다려요.
71,QFOQM77919U1,JH,그냥 갈래요.
72,QFOQM77919U1,HS,<move/>
73,QFOQM77919U1,JH,생각하시는 동안은 밥 혼자 드세요.
74,QFOQM77919U1,HS,맘대로 해요.
75,UWUEU79668R,AP,<move/> 자고 가라니까 기어이 가네.
76,UWUEU79668R,GZ,<move/> 야.
77,UWUEU79668R,AP,말도 드럽게 안 들어.
78,UWUEU79668R,GZ,<move/>
79,UWUEU79668R,AP,왜-
80,UWUEU79668R,GZ,"내 가슴 말인데,"
81,UWUEU79668R,AP,가슴이 왜.
82,UWUEU79668R,GZ,"<move/> ,. 아니다. <move/> 갈게."
83,UWUEU79668R,AP,<move/>
84,SGCQA28163S6,JQ,스틱 안 가져왔어요?
85,SGCQA28163S6,LN,<move/> 예? 뭐요?
86,SGCQA28163S6,JQ,"지팡이요, 지팡이!"
87,SGCQA28163S6,LN,"아, 지팡이 <pause/> 그것만 두고 왔는데. 너무 길어서 <pause/>"
88,SGCQA28163S6,JQ,잡아요.
89,SGCQA28163S6,LN,아녜요. 지우씨도 힘든데 <pause/> <move/> 고맙습니다.
90,SGCQA28163S6,JQ,산장까지 얼마나 멀어요? 금방 어두워질 것 같은데.
91,SGCQA28163S6,LN,"저도 처음이라서 <pause/> 전화해서 나오라고 할까요? 김종욱 씨한테?그럼, 감동이 적으려나 <pause/>"
92,SGCQA28163S6,JQ,여길 뭐라고 설명해요.
93,SGCQA28163S6,LN,여기가 <pause/>
94,SGCQA28163S6,LN,지우씨 <pause/> <move/> 같이 가요.
95,SGCQA28163S6,LN,"지우씨, 괜찮아요? 지우씨 <pause/> 나 보여요?"
96,SGCQA28163S6,LN,깜짝아-! <move/> 놀래라 <pause/>
97,SGCQA28163S6,JQ,아무래도 길을 잃은 것 같은데 <pause/>
98,SGCQA28163S6,LN,안 돼요 <pause/> <move/> 여보세요! 누구 없어요!! 사람 살려요!!
99,SGCQA28163S6,LN,"김종욱 씨- 야, 김종욱 <pause/> 이 추워죽겠는데, 나쁜 놈아 <pause/> <move/> 왜요! 내가 뭐 틀린 말 했어요?"
100,SGCQA28163S6,JQ,노래 좀 해 봐요.
101,SGCQA28163S6,LN,나 지금 노래 할 기분 아니거든요?
102,SGCQA28163S6,JQ,"산에서 길을 잃지 않는 제일 좋은 방법은, 두려움을 없애는 거예요."
103,SGCQA28163S6,LN,나 <pause/> 아무데서나 노래하고 그런 사람 아닙니다.
104,SGCQA28163S6,JQ,왜 하필 그 노래예요?!
105,SGCQA28163S6,LN,"왜라니 <pause/> 나, 어릴 때 얼마나 좋아하던 노랜데 <move/>"
106,SGCQA28163S6,JQ,거짓말! 알죠? 알고 있었구나? 언제부터?
107,SGCQA28163S6,LN,"알죠, 그럼! 대학교 신입생환영회 때 불렀다가 <pause/> 조용히 군대 갔지만...몰라요? 이 만화, 진짜 인기 있었는데 <pause/> 우리 은진이도 좋아해요."
108,SGCQA28163S6,LN,김종욱 <pause/> 만나면 가만 안 둘 거야 <pause/>
109,SGCQA28163S6,JQ,저기 <pause/>
110,SGCQA28163S6,LN,"지우씨, 다 왔어요. 조금만 참아요 <pause/>"
111,XKZAS19047I3,PY,"<move/> 안녕하세요! 차가, 도착했나 봐요?"
112,XKZAS19047I3,JG,"그랬으니까 타고 왔을 거야, 아마. 근데 고민이 많은가봐?"
113,XKZAS19047I3,PY,어? <pause/> 아 <pause/> 생각할 게 좀 있어서요.
114,XKZAS19047I3,JG,들어가 봤자 진료할 선수도 없는데 어떡하지 <pause/> 그런 생각?
115,XKZAS19047I3,PY,<move/> 놀리지 말아주셨음 좋겠는데요? 저한텐 심각한 문제라서요.
116,XKZAS19047I3,JG,"놀리는 걸로 들렸나? 난, 걱정한 건데."
117,XKZAS19047I3,PY,네?!
118,OWWLU2056E,YK,"<move/> 살풀이를 하던지 해야지, 여편네는 반성문을 쓰게하질 않나, 자식새끼는 바락바락 대들기 바쁘고.. <move/> <pause/>"
119,OWWLU2056E,MB,<move/> <pause/> 식산..했어요?
120,OWWLU2056E,YK,<move/> ..안 먹었다 왜!
121,OWWLU2056E,MB,<move/> <pause/> 챙겨먹고 다녀요. <move/> 얼굴 많이 상했어 요.
122,OWWLU2056E,YK,! <move/> ! <pause/> <move/> ..저기...너..얼굴..고쳤냐?
123,OWWLU2056E,MB,! <move/>
124,OWWLU2056E,YK,<move/> <pause/> 니가 원래...이렇게..안 생겼었지?
125,OWWLU2056E,MB,<move/> <pause/>
126,OWWLU2056E,YK,<move/> <pause/> 같이..퇴근하던가.
127,OWWLU2056E,MB,! <move/> <pause/>
128,DEKSO36088Z4,JE,늦었네.
129,DEKSO36088Z4,WQ,"응, 조금."
130,DEKSO36088Z4,JE,"공연 그대로 놔둬도 잘 굴러갈 거 같아. 성민우도 완전히 감 잡았고. 나, 대전에 최교수한테 연락 왔었어. 자기네 학교로 오지 않겠냐고. 전부터 내려올 생각 없냐고 했었거든."
131,DEKSO36088Z4,WQ,<pause/> 갈 생각이야?
132,DEKSO36088Z4,JE,당신이 허락하면 가고 싶어. 우리 <pause/> 좀 떨어져 있는 게 좋지 않을까. 시간이 좀 더 필요한 거 같애. 생각해봐줘.
133,DEKSO36088Z4,WQ,<mute/>
134,ZOIHB48280D,LJ,아유 겉에만 하지 말구.. 침대 밑에랑 꼼꼼히 대청소 해.. 시트도 갈구..
135,ZOIHB48280D,ZQ,예..
136,ZOIHB48280D,LJ,그나저나 강호 잘되고 있나보네..? 아직 안 들어오는 걸 보니.. <move/>
137,IRTJN62570Q,DB,"그 권혁주 반장, 왜 사이버 수사대를 못 잡아먹어서 안달이에요?"
138,IRTJN62570Q,LZ,예전에 팀장님이 찾은 핸드폰 증거 때문에 용의자를 놔줬거든요.
139,IRTJN62570Q,DB,아 <pause/>
140,XIGFN11421F4,UU,왜 신문을 매일 아침에 들고 들어와?새벽에 오잖아?
141,XIGFN11421F4,QT,자꾸 깜박해요.
142,XIGFN11421F4,UU,늙지도 않아서 왜 그래?
143,XIGFN11421F4,QT,밥 다 됐어요.
144,XIGFN11421F4,UU,<move/>
145,XIGFN11421F4,QT,저기요.
146,XIGFN11421F4,UU,<move/> 뭐?
147,XIGFN11421F4,QT,퇴근해서 올 때 메론 한통만 사오면 안돼요?
148,XIGFN11421F4,UU,메론? <move/>
149,XIGFN11421F4,QT,요즘 그게 자꾸 먹고 싶네요.
150,XIGFN11421F4,UU,입덧 지나간 거 아냐?
151,XIGFN11421F4,QT,입덧한다고 뭐 사다 준적도 없으면서 <pause/>
152,XIGFN11421F4,UU,<move/>
153,XIGFN11421F4,QT,<move/> 농담이예요.
154,XIGFN11421F4,UU,재미도 없는 농담을 왜 해.
155,XIGFN11421F4,QT,귀찮으면 내가 사와도 되는데.....만원만 더 주고 나가요.
156,XIGFN11421F4,UU,"계획 있게 살자, 계획 있게."
157,QZTWI77441C0,OI,4시에 서울 호텔에서 바이어하고 약속 있으시구요. 오늘 스케줄은 여기까집니다.
158,QZTWI77441C0,GJ,<move/>
159,QZTWI77441C0,OI,그럼. <move/>
160,QZTWI77441C0,GJ,커피 안줍니까?
161,QZTWI77441C0,OI,"<move/> 아, 네, 죄송합니다. 깜빡 했습니다. <move/>"
162,QZTWI77441C0,GJ,<mute/>
163,KKEAS77308U2,SL,? <pause/> 언제 왔어?
164,KKEAS77308U2,EX,<move/>
165,KKEAS77308U2,SL,전화 하지 그랬어. 많이 기다렸어?
166,KKEAS77308U2,EX,"아니, 방금 전에 왔어. 어디, 갔다 와?"
167,KKEAS77308U2,SL,응. 여기저기. 쇼핑도 하구. 참 니 것도 하나 샀어. 들어가자. 입어봐야지.
168,RHIPC87838A,CB,예.. 예.. 내일 출장가시면 일찍 주무셔야겠네요. 예.그럼 쉬세요. <move/> 먼저 끊으세요. <move/> <pause/> <move/>
169,RHIPC87838A,QR,<move/> <pause/> 이제 와?
170,RHIPC87838A,CB,<move/> <pause/> 어 <pause/> <move/> 이리줘. 내가 들게.
171,RHIPC87838A,QR,아냐아냐? 괜찮 <pause/> <move/> <pause/> <move/> 오늘은 퇴근이 늦었네?
172,RHIPC87838A,CB,"어, 약속 있었어."
173,RHIPC87838A,QR,바쁘구나? <pause/> <move/> 저기 혹시 주말에 시간 돼? 영자가 콘서트 티켓을 보냈더라구.
174,RHIPC87838A,CB,<move/> 주말에 나 약속 있는데?
175,RHIPC87838A,QR,아 그래 <pause/> <move/> <pause/> 줘. 받어.
176,RHIPC87838A,CB,<move/> <pause/> 예.이사님 <pause/> <move/> <pause/> 예.오늘 만났습니다...하하하 감사합니다.이사님 덕분이지요 <pause/>
177,RHIPC87838A,QR,<move/> <pause/> <move/> .
178,VAWAF59295D,ZR,<move/> 뭐야 너?
179,VAWAF59295D,IY,왜 그렇게 전활 안받아? 무슨 일 있어?
180,XFCJD16452J,XL,"어, 유라야."
181,XFCJD16452J,OX,"<move/> 민우야, 지금 어디야?"
182,XFCJD16452J,XL,어 <pause/> 인터뷰 중이야.
183,XFCJD16452J,OX,<surprised/> 인터..뷰?
184,XFCJD16452J,XL,응. 나중에 전화하자. 내가 할게. 미안? <move/>
185,XFCJD16452J,OX,<move/>
186,ZWWXR43840P,DD,<move/> .. 어떻게 입을 옷이 한개도 없어.. 정말 이게 뭐야..
187,ZWWXR43840P,SP,엄마 뭐해..? 이게 다 뭐야..?
188,ZWWXR43840P,DD,엄마 내일 동창회 가야되는데.. 입을 옷이 한개도 없어..
189,ZWWXR43840P,SP,<move/> .. 그래도 어떡해.. 이 중에서 골라 입어야지..
190,ZWWXR43840P,DD,니 옷중에 가을코트나 쟈켓 넉넉한 사이즈 있으면 좀 가지고 와봐.. 안에 대충 입고 니꺼 살짝 걸치고 가게..
191,ZWWXR43840P,SP,<move/> 엄마 말이 되는 소리 해라.. 엄마가 어떻게 내 옷 입어..
192,ZWWXR43840P,DD,가져오라면 일단 가져와봐.. 단추 안 채우고 입으면 되잖아!?
193,ZWWXR43840P,SP,알았어.. <move/>
194,ZWWXR43840P,DD,<move/> ..옷이 없으면.. 끼구 갈 반지나 목걸이라도 제대로 된게 있던가.. 정말 나는 이 나이 되도록 뭐한 거야..
195,ZWWXR43840P,SP,<move/> .. 엄마 이게 내가 가진 옷중에 제일 넉넉한 건데..
196,ZWWXR43840P,DD,<move/>
197,ZWWXR43840P,SP,엄마 엄마 안되겠어.. 이렇게 억지로 입다가 옷 찢어져..
198,ZWWXR43840P,DD,<move/> 이거 뭐야 이거..
199,ZWWXR43840P,SP,<move/> 그러니까 안된다고 했잖아..
200,ZWWXR43840P,DD,이 나이에 동창회 폼잡고 입고 갈 옷 한 벌이 있나.. 알박힌 반지 하나가 있나..
201,ZWWXR43840P,SP,<move/> .. 엄마..
202,ZWWXR43840P,DD,내 신세가 왜 이렇게 처량한 거야..
203,ZWWXR43840P,SP,옷은 시장옷 입어두.. 가방이나 보석 하나만 제대로 된 거 있으면 스타일 확 사는데..
204,ZWWXR43840P,DD,<move/> .. 반지나 가방..? 맞아.. 내가 왜 그 생각을 못했을까..?
205,ZWWXR43840P,SP,<mute/>
206,GJFMO24353P,FN,유림이가 고양이들하고는 말을 곧잘 하거든. 서로 통하는 게 있는 건가 <pause/> 신기해.
207,GJFMO24353P,AG,<move/> <pause/>
208,GJFMO24353P,FN,안바뻐? 공사 현장은 어떡하구 <pause/>
209,GJFMO24353P,AG,괜찮아. 여기서 자고 내일 가도 돼.
210,GJFMO24353P,FN,자고 간다구?
211,GJFMO24353P,AG,응.
212,GJFMO24353P,FN,왠일이래 <pause/> 집에는 그렇게 들어오기 싫어하면서.
213,GJFMO24353P,AG,<pause/>내가 언제 집에 들어가기 싫어했다구 그러냐.
214,GJFMO24353P,FN,"<move/> 오빤, 확실히 거짓말하는 재주가 없어."
215,GJFMO24353P,AG,<mute/>
216,GJFMO24353P,FN,<move/> 나 졸려. 잘게.
217,DQHYE74640W,TC,어느 부서 누굴 찾아 오셨습니까.
218,DQHYE74640W,NS,임세경 씨요.
219,DQHYE74640W,TC,상무님은 오늘 MOU 체결식 때문에 출근을 안 하십니다.
220,DQHYE74640W,NS,<move/>
221,AVKMB84660A,MY,교감선생님하고 같은 집에 사시니까 거긴 안되고 여기서 작업하시면 될 거예요.
222,AVKMB84660A,PU,<move/> 에..뭐..
223,AVKMB84660A,MY,<move/> 그리고 이건 선금. 현금으로 백만 원 넣었어요.
224,AVKMB84660A,PU,<move/> 감사합니다.
225,AVKMB84660A,MY,그럼 학 잘 부탁 드리겠습니다. <move/>
226,AVKMB84660A,PU,네~ 최선을 다해 신속하게 접겠습니다~ <move/> 아싸~ 100만원~ 역시 죽으란 법은 없다니까. 히히.
227,AVKMB84660A,PU,<move/> 뭐야. 한 시간 동안 10마리 접은 거야? <move/> 아..어깨 아파..이래서 만 마릴 언제 채워.. <move/> 혼자는 도저히 안되겠다. <move/> 어 광수 오빠?
228,MYETJ84005Y,MI,제거해버려!
229,MYETJ84005Y,AH,설마 <pause/>
230,AUDZP62804A8,HB,<move/> 업무가 바쁘시네요.
231,AUDZP62804A8,IF,<move/> 솔직히 이런 자리 재미없죠?
232,AUDZP62804A8,HB,좀 형식적이긴 하죠.
233,AUDZP62804A8,IF,<move/> 나 <pause/> 형사예요. 신부 수업 같은 건 한 적 없어요.
234,AUDZP62804A8,HB,나도 신랑 수업 한 적 없어요.
235,AUDZP62804A8,IF,<move/> 그럼 우리 여기서 바로 찢어지죠.
236,AUDZP62804A8,HB,<move/> 옷 스타일 맘에 드네요.
237,AUDZP62804A8,IF,그래요? 원래 내 스타일 아닌데.
238,AUDZP62804A8,HB,<move/> 내가 좀 야한 걸 좋아해요.
239,AUDZP62804A8,IF,<move/> 눈이라도 즐거웠다니 다행이네요. 그럼.. <move/>
240,AUDZP62804A8,HB,<move/>
241,ZPXNX53813J,LI,"개화씨, 어디에요?"
242,ZPXNX53813J,OU,회사에요.
243,ZPXNX53813J,LI,회사요? 오늘 공연장 담당 아니었어요?
244,ZPXNX53813J,OU,일이 바빠서요.
245,ZPXNX53813J,LI,"그럼 회사로 갈게요. 같이 집에 가요. 나 예은이 얼굴도 보고 싶고,"
246,LWCPW29783E,CE,<move/> 뭔 낮잠을 그렇게 자냐?
247,LWCPW29783E,FA,<move/> 피곤했나 봐.
248,LWCPW29783E,CE,<move/> 뭐 하느라고?
249,LWCPW29783E,FA,<move/> 아유. 그저 그냥 <pause/> 응 <pause/> 주책 아저씨.
250,JTRCC94623T,YZ,정말 말도 안 되지 않니?
251,JTRCC94623T,JH,"니가 더 말이 안 되지, 어떻게 결혼을 했는지 안 했는지도 여태 모르니?"
252,JTRCC94623T,YZ,"아니 어떻게, 아무도 그 말을 안 해줄 수가 있어?"
253,JTRCC94623T,JH,누가 그런 말을 먼저 해줘?나중에 등장한 사람이 관심 갖고 물어보고 하는 거지.
254,JTRCC94623T,YZ,진짜 결혼한 티가 하나도 안 났단 말야.
255,JTRCC94623T,JH,"홀애비니까 당연히 티 안 나지. 넌 진짜 남들한테 관심 없어, 어?"
256,JTRCC94623T,YZ,<move/> 남들도 나한테 관심 없었어.
257,JTRCC94623T,JH,"난 또 그 변호사랑 잘 돼갈 줄 알았드니, 경찰서서 보니까 완전 울트라킹왕짱 킹카든데."
258,JTRCC94623T,YZ,<move/> <pause/>
259,JTRCC94623T,JH,<move/> 몇 살이야? 어느 대학 나왔니?
260,JTRCC94623T,YZ,"<move/> 어머, 이쁘다."
261,JTRCC94623T,JH,너 아직 카드 못 받았잖아?
262,JTRCC94623T,YZ,<move/> 우선 니걸로 긁어.
263,ITKPL11353X,AL,"<move/> 웬일이야? 사장실까지 다 올라오구! 뭐, 사적인 일?"
264,ITKPL11353X,ER,네.
265,ITKPL11353X,AL,앉아.
266,ITKPL11353X,ER,<move/>
267,ITKPL11353X,AL,<move/> 무슨 일인데?
268,ITKPL11353X,ER,<pause/> <pause/> <move/>
269,ITKPL11353X,AL,왜? 무슨 일인데 이래 표정이 심각해? 괜찮으니까 편하게 말해.
270,ITKPL11353X,ER,"주,주식....말이에요."
271,ITKPL11353X,AL,주식? 출판사 주식?
272,ITKPL11353X,ER,네.
273,ITKPL11353X,AL,주식이 뭐?
274,ITKPL11353X,ER,<move/> <pause/> <pause/> 만일에 우리주식을다른 사람이 많이 가지구 있음 어떻게 되는 거예요?
275,ITKPL11353X,AL,그야 경영권이 넘어갈 공산이 크지. 주총에서 새루 의결해 버리면.
276,ITKPL11353X,ER,그럼 지혜의 숲 주식은 누가 젤 많이 갖구 있는데요?
277,ITKPL11353X,AL,당연히 아빠가 젤 많이 갖구 있지. 엄마랑 느오빠가 비슷하게 갖구 있구.느삼촌 어머니두 좀 갖구있구. 근데 웬 뚱딴지같은 질문이야?갑자기 그게 왜 궁금해?
278,ITKPL11353X,ER,"네,네? 네에 <pause/> 제..주식이 생긴다구 하니까 <pause/> 그게 무슨의민지 모르겠어서 <pause/>"
279,ITKPL11353X,AL,<move/> 주주가 됐으니 막중한 책임을 느끼란 의미지다른 의미가 또 뭐 있겠어!
280,ITKPL11353X,ER,<mute/>
281,ITKPL11353X,AL,"금란아! 주식 따위보다도 아까 네가 하던 일이 훨씬 더 중요하구,훨씬 더 막중한 책임감을 네가 가져야 된다고 생각해, 아빤.무슨 말인지 알지?"
282,ITKPL11353X,ER,네.
283,ITKPL11353X,AL,그래.
284,ITKPL11353X,ER,<mute/>
285,WFDAY27755Q,GF,계속 이러고 있을 거야?
286,WFDAY27755Q,NL,<mute/>
287,WFDAY27755Q,GF,세경 누나 곧 간다며? 나 같으면 1분1초가 아깝겠다. 가고 나서 울지 말고 가기 전에 빨리 가서 잘 해줘. 바보야.
288,WFDAY27755Q,NL,<mute/>
289,IIKAR25227P,KH,<move/> 이 말이 맞습니까?
290,IIKAR25227P,YF,<move/> <pause/> 아닌데. 머리에 점박이가 없잖아요.
291,IIKAR25227P,KH,"! <move/> <pause/> 벌써 몇 마리쨉니까, 도대체 어떤 말을 보신 겁니까!"
292,JTTJR3436T,QM,<move/> 왜.
293,JTTJR3436T,BL,"<move/> 아닙니다, 오늘도 수고하셨어요. <move/> 잠깐 들어갔다 가실래요?"
294,JTTJR3436T,QM,<move/> 너무 늦었네.
295,JTTJR3436T,BL,네 <pause/> <move/>
296,ABBCM50196X,MN,<move/>
297,ABBCM50196X,FF,<move/>
298,ABBCM50196X,MN,이거 보여주시려고 맞선 보러 가는 사람 납치 하신 거예요?
299,ABBCM50196X,FF,<mute/>
300,ABBCM50196X,MN,<move/>
301,ABBCM50196X,MN,<move/>
302,ABBCM50196X,MN,<move/>
303,LPJBU2286B,UV,사무실 청소는 제 담당이라서요.
304,LPJBU2286B,FH,놔두고 가세요. 제가 할게요.
305,LPJBU2286B,UV,아닙니다. 제가 하겠습니다. <move/>
306,LPJBU2286B,FH,<move/>
307,LPJBU2286B,UV,<move/> 아~ 더워. 백 년만의 무더위라더니 정말 그런가 봐요. 그렇죠? 사장님.
308,LPJBU2286B,FH,<move/> 네.
309,LPJBU2286B,FH,"왜, 왜 이래요."
310,LPJBU2286B,UV,<move/>
311,LPJBU2286B,FH,장캡틴 <pause/>
312,LPJBU2286B,UV,<move/>
313,LPJBU2286B,FH,뭐하는 겁니까?!!!
314,LPJBU2286B,UV,"어때요, 삼순이보다 낫죠? 기다릴 거예요 앙~"
315,VDWGL96713K,HV,<move/> 또 신셀졌어요. <move/> 아저씬 정말 운명처럼 나타나네요.
316,VDWGL96713K,RJ,<move/> 이 목장이 그때 말했던 다지씨 목장이에요?
317,VDWGL96713K,HV,<move/> <pause/> 예. 뭐....약간의 문제가 있긴 하지만..
318,VDWGL96713K,RJ,<move/>
319,VDWGL96713K,HV,<move/> 뭐..잘 해결 될 거예요. 근데 아저씬 언제 오셨어요? 얼마나 머무실 거예요? 숙소는 정하셨어요?
320,VDWGL96713K,RJ,<move/> 음...어제 왔고..두 달은..있을 것 같고..숙소는...DI.리조트에요.
321,VDWGL96713K,HV,"! 디아이...! <move/> 아저씨 거기 안 좋아요, 묵지 마세요!"
322,VDWGL96713K,RJ,<move/> 안 좋아요?
323,VDWGL96713K,HV,! 아니..안 좋은 건 아니지만요. <move/> 여기 목장마을 사람들한텐악의 축이거든요!
324,VDWGL96713K,RJ,<move/>
325,LJXKY45636F5,KV,저 땜에 식사도 제대로 못 하셨죠? 예...괜찮아요....다행히 동네 아주머니가 여기서 일하시네요. 걱정마시고 들어가 쉬세요....예. <move/>
326,LJXKY45636F5,WT,"거참, 걸리적거리네...안 가요?"
327,LJXKY45636F5,KV,이 꼴로 어떻게 나갑니까? 집까지 아줌마차 타고 가야죠. 언제 끝나요?
328,LJXKY45636F5,WT,세시간은 더 있어야 하는데.
329,LJXKY45636F5,KV,<move/> 세시간? 그냥 조퇴해요 조퇴?
330,LJXKY45636F5,WT,근데 아까부터 왜 자꾸 짜증이야. 지가 지발로 넘어져놓고?
331,LJXKY45636F5,KV,<move/> <pause/> 짜증낸 게 아니구요...아줌마...오늘만 좀 일찍 들어가시면 안 돼요?....예? <move/>
332,LJXKY45636F5,WT,사장님이 빌려줬어요.
333,QKXLV65649D3,FO,"퇴근, 안합니까?"
334,QKXLV65649D3,AX,<move/> 편집장님...! 여태 계셨어요?
335,QKXLV65649D3,FO,아무두 없는데 그만 퇴근하시죠?
336,QKXLV65649D3,AX,네.
337,QKXLV65649D3,FO,갑시다. <move/>
338,QKXLV65649D3,AX,<move/>
339,GHTIE82558D,GJ,"할아버지가 말죽거리 유지였대. 현금 부자고 <pause/> 아, 스물아홉. 괜찮지?"
340,GHTIE82558D,QW,정신연령도 스물아홉이었으면 좋겠다.
341,GHTIE82558D,GJ,바랄 걸 바래. 남자는 정신연령이 열일곱에서 멈춘대.
342,GHTIE82558D,QW,학교는?
343,GHTIE82558D,GJ,"현대고졸업하고, 바로 뉴욕으로 날랐다가, 2년 전에 들어와서 그냥 자기 아빠 일 배운대."
344,GHTIE82558D,QW,키는?
